sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a gaseous atmosphere.,atmosphere,atmosphere,7,10,10,1.0,0.8516383796668615,1.1022585481405258,0.48061886,11683584,albert/albert-base-v2,english,No
It was a gaseous atmosphere.,atmosphere,atmosphere,8,10,10,1.0,0.8216059717315951,1.103673778474331,0.5083786,11683584,albert/albert-base-v2,english,No
It was a gaseous atmosphere.,atmosphere,atmosphere,9,10,10,1.0,0.8039696087768152,1.1035009771585464,0.52324957,11683584,albert/albert-base-v2,english,No
It was a gaseous atmosphere.,atmosphere,atmosphere,10,10,10,1.0,0.7715510759378693,1.1040051579475403,0.5495947,11683584,albert/albert-base-v2,english,No
It was a gaseous atmosphere.,atmosphere,atmosphere,11,10,10,1.0,0.7796942274244167,1.1081929132342339,0.5418916,11683584,albert/albert-base-v2,english,No
It was a gaseous atmosphere.,atmosphere,atmosphere,12,10,10,1.0,0.729917430831682,1.1086455956101418,0.5832605,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,0,9,9,1.0,0.9095090195254618,1.1237366870045662,0.43688384,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,1,9,9,1.0,0.9219058362060601,1.1240808442234993,0.42197403,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,2,9,9,1.0,0.9088653551616049,1.1236649453639984,0.43523636,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,3,9,9,1.0,0.8973432649469832,1.122076153755188,0.44663826,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,4,9,9,1.0,0.88784667694603,1.120274730026722,0.45637906,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,5,9,9,1.0,0.8738082964029542,1.1199524402618408,0.4703278,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,6,9,9,1.0,0.8561860864204794,1.1196009293198586,0.4869927,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,7,9,9,1.0,0.8392037412736189,1.1183475255966187,0.50221324,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,8,9,9,1.0,0.8206612545011651,1.1173846051096916,0.51818836,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,9,9,9,1.0,0.8153645557638118,1.1170075610280037,0.5223448,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,10,9,9,1.0,0.7975321931265678,1.1172523200511932,0.5368256,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,11,9,9,1.0,0.7908614920627546,1.1227942034602165,0.54038495,11683584,albert/albert-base-v2,english,No
He bailed out the prisoner.,bail,bailed,12,9,9,1.0,0.7549005912139246,1.122873105108738,0.57038,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,0,9,9,1.0,0.9122000845409732,1.1239308789372444,0.43412256,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,1,9,9,1.0,0.9223777659614717,1.1241264641284943,0.42150128,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,2,9,9,1.0,0.9094159154775459,1.1236876919865608,0.4347775,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,3,9,9,1.0,0.9013950282620757,1.1216715201735497,0.4428385,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,4,9,9,1.0,0.8920258904169311,1.119609273970127,0.45241416,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,5,9,9,1.0,0.8738744177674751,1.1194183453917503,0.47047508,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,6,9,9,1.0,0.8601542852706431,1.1193803399801254,0.48344994,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,7,9,9,1.0,0.8470751185636614,1.1183882057666779,0.4954025,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,8,9,9,1.0,0.831976855534781,1.1180230677127838,0.50861233,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,9,9,9,1.0,0.8258829831813129,1.1174003779888153,0.51362824,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,10,9,9,1.0,0.8102252255092858,1.1172560080885887,0.5266773,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,11,9,9,1.0,0.7998798653721474,1.1227957680821419,0.53356487,11683584,albert/albert-base-v2,english,No
He bailed out the defendant.,bail,bailed,12,9,9,1.0,0.755056289905087,1.1223593801259995,0.57030606,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,0,9,9,1.0,0.912166835762521,1.1235955581068993,0.4341807,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,1,9,9,1.0,0.9266024406456671,1.12399273365736,0.417205,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,2,9,9,1.0,0.9113315753521584,1.123264342546463,0.4328066,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,3,9,9,1.0,0.8967174271688501,1.1216906160116196,0.447243,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,4,9,9,1.0,0.890873496995623,1.1211347877979279,0.45339882,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,5,9,9,1.0,0.879618250114695,1.1206767186522484,0.46453428,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,6,9,9,1.0,0.8588810169552722,1.1193459033966064,0.48422706,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,7,9,9,1.0,0.8458069062030847,1.1189377009868622,0.4959124,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,8,9,9,1.0,0.8332392704492677,1.118905983865261,0.50693756,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,9,9,9,1.0,0.8239163768984908,1.118193730711937,0.51474935,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,10,9,9,1.0,0.8002553580508486,1.1181850135326385,0.53433204,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,11,9,9,1.0,0.7939693394179272,1.1226237118244171,0.53761876,11683584,albert/albert-base-v2,english,No
He bailed out the water.,bail,bailed,12,9,9,1.0,0.7521646074953868,1.1231005191802979,0.5725004,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,0,8,8,1.0,0.8990456999260221,1.140704169869423,0.46093687,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,1,8,8,1.0,0.9236973001360326,1.1413961201906204,0.43526882,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,2,8,8,1.0,0.9164713056651941,1.1409223228693008,0.44216675,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,3,8,8,1.0,0.9054133550124277,1.138876423239708,0.45346612,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,4,8,8,1.0,0.88999646788553,1.13656285405159,0.46837363,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,5,8,8,1.0,0.8855160536683261,1.1362073570489883,0.47233266,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,6,8,8,1.0,0.8760789387758464,1.1356533467769623,0.48098752,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,7,8,8,1.0,0.8612921748084974,1.133763238787651,0.49436826,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,8,8,8,1.0,0.8506464585504717,1.1332483738660812,0.50344956,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,9,8,8,1.0,0.8469991326795923,1.1339869946241379,0.50607157,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,10,8,8,1.0,0.8300060383964111,1.1353452652692795,0.5195223,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,11,8,8,1.0,0.8223226952006134,1.1406517326831818,0.5239875,11683584,albert/albert-base-v2,english,No
It was a gold band.,band,band,12,8,8,1.0,0.7820982162165369,1.1404983699321747,0.5582187,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,0,8,8,1.0,0.9015253890589076,1.14082832634449,0.45854774,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,1,8,8,1.0,0.9180171167696676,1.1412427127361298,0.44102302,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,2,8,8,1.0,0.9016869665353088,1.140194222331047,0.45668018,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,3,8,8,1.0,0.8911662801381632,1.138225570321083,0.46686417,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,4,8,8,1.0,0.8840273471013688,1.1363575756549835,0.47375962,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,5,8,8,1.0,0.8788716508814324,1.1361507028341293,0.47827077,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,6,8,8,1.0,0.8685388635879504,1.1354860365390778,0.48758888,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,7,8,8,1.0,0.8546190625740787,1.1332723647356033,0.5001631,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,8,8,8,1.0,0.8482730109545561,1.1333626508712769,0.50540876,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,9,8,8,1.0,0.8465565518392806,1.1343121826648712,0.5063448,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,10,8,8,1.0,0.8277451502159897,1.1352733671665192,0.5214138,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,11,8,8,1.0,0.8212535606038774,1.1407373398542404,0.5248147,11683584,albert/albert-base-v2,english,No
It was a rubber band.,band,band,12,8,8,1.0,0.7825569287461166,1.1405707746744156,0.55781233,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,0,8,8,1.0,0.9005034295572935,1.1408498138189316,0.45951155,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,1,8,8,1.0,0.9238249778033866,1.141427144408226,0.43507677,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,2,8,8,1.0,0.9082196080385146,1.140602946281433,0.45035964,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,3,8,8,1.0,0.9010817935239304,1.1388620436191559,0.45753866,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,4,8,8,1.0,0.8929403328096093,1.1372443437576294,0.46548936,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,5,8,8,1.0,0.8877133479968793,1.1368562281131744,0.4702348,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,6,8,8,1.0,0.8773287346043258,1.1361699402332306,0.47972116,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,7,8,8,1.0,0.8658868138298301,1.1347986906766891,0.49014914,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,8,8,8,1.0,0.8563795842989094,1.133768007159233,0.4984968,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,9,8,8,1.0,0.8486546302572957,1.1330964267253876,0.50497407,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,10,8,8,1.0,0.8316401543367568,1.1341374814510345,0.5186694,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,11,8,8,1.0,0.8240419955015265,1.1405561119318008,0.52311635,11683584,albert/albert-base-v2,english,No
It was a jazz band.,band,band,12,8,8,1.0,0.7886926985179341,1.1407848596572876,0.5530132,11683584,albert/albert-base-v2,english,No
He banked the plane.,bank,banked,0,8,8,1.0,0.9070549025620875,1.1415029168128967,0.4533581,11683584,albert/albert-base-v2,english,No
He banked the plane.,bank,banked,1,8,8,1.0,0.9326824695231376,1.1418947875499725,0.42625245,11683584,albert/albert-base-v2,english,No
He banked the plane.,bank,banked,2,8,8,1.0,0.9206727356402762,1.1405978947877884,0.4379284,11683584,albert/albert-base-v2,english,No
